Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
44,190,C,39.9,143968.7,Grvl,,IR3,HLS,NoSeWa,CulDSac,Mod,NridgHt,RRAe,Artery,Duplex,1.5Unf,7,5,1967,2002,Gable,Roll,VinylSd,VinylSd,BrkFace,1147.2,Ex,Fa,Stone,Fa,TA,Av,Unf,4231.6,NA,512.3,51.3,466.4,Grav,Po,Y,FuseA,900.6,1042.6,0.0,2306.4,1,1,0,2,4,2,Gd,11,Min2,0,,Attchd,1996.0,Unf,0,775.5,NA,Fa,N,463.9,223.9,282.6,350.4,167.8,185.0,,,,13147.0,8,2010,COD,AdjLand,379976
45,120,RM,,70410.1,Pave,,IR2,Low,AllPub,CulDSac,Sev,Mitchel,Norm,Artery,Twnhs,SFoyer,10,9,1877,1988,Mansard,Membran,Wd Sdng,HdBoard,Stone,1402.7,TA,Gd,Slab,Fa,NA,Gd,GLQ,769.0,Rec,906.2,2186.7,4004.0,GasA,TA,N,FuseP,3358.9,1108.3,0.0,505.4,2,0,0,2,4,0,Ex,12,Sal,1,,2Types,1943.0,NA,1,1013.7,TA,Ex,Y,558.8,485.2,538.6,425.6,393.1,16.0,,GdWo,,4465.8,11,2008,New,Alloca,339093
46,120,RL,185.0,193405.3,Pave,,Reg,Low,NoSeWa,Inside,Sev,Crawfor,RRNe,Norm,Duplex,2Story,1,5,1980,1976,Gable,Roll,Stone,HdBoard,Stone,346.1,Fa,Fa,Stone,NA,Gd,Mn,ALQ,5067.7,GLQ,1234.5,2108.8,2984.3,GasW,TA,N,FuseA,4332.3,49.7,0.0,2700.8,2,2,0,0,1,2,TA,6,Min1,2,TA,NA,1925.0,Fin,1,1367.9,Gd,NA,Y,270.6,333.7,113.7,195.0,12.6,289.0,,,,3768.2,5,2006,ConLD,Abnorml,358028
47,190,RH,184.7,191308.4,Grvl,,Reg,HLS,NoSeWa,FR2,Mod,Blueste,RRNe,Norm,TwnhsE,2.5Unf,4,5,1968,1996,Shed,Metal,HdBoard,CBlock,BrkCmn,1291.5,TA,Po,PConc,Fa,TA,NA,ALQ,1369.1,LwQ,270.6,1269.1,836.3,GasA,Ex,Y,Mix,3496.5,523.7,0.0,3221.2,0,1,0,0,8,2,Ex,6,Sal,1,Fa,2Types,1960.0,RFn,1,819.8,TA,Ex,Y,524.3,439.2,78.4,302.7,97.1,253.0,,,,4047.8,6,2006,VWD,Abnorml,398373
48,180,FV,197.2,70894.3,Grvl,,IR3,Low,AllPub,Inside,Gtl,Veenker,Artery,PosN,Twnhs,1.5Fin,7,3,1903,1965,Flat,WdShngl,AsphShn,BrkComm,BrkCmn,1211.8,Ex,Gd,CBlock,NA,TA,NA,NA,1993.1,ALQ,625.9,1348.6,5718.2,GasA,TA,N,SBrkr,659.2,641.6,0.0,4585.6,2,0,1,0,3,3,Ex,12,Typ,0,Fa,Detchd,,Fin,4,1191.1,Gd,Ex,P,609.2,443.0,89.6,261.9,74.5,610.0,,GdWo,,473.0,8,2009,COD,AdjLand,529971
49,160,RH,218.5,194056.1,Pave,,IR3,Low,NoSeWa,FR3,Mod,MeadowV,Norm,PosN,Twnhs,2.5Unf,9,1,1954,2000,Hip,WdShngl,VinylSd,Wd Sdng,None,571.1,Ex,Fa,Slab,Ex,Gd,NA,GLQ,5362.8,GLQ,577.7,1646.9,5839.1,OthW,Ex,N,FuseP,2089.8,2038.3,0.0,4201.4,0,2,1,1,0,2,Fa,13,Min2,1,NA,CarPort,1950.0,Unf,2,1336.1,NA,TA,N,8.9,65.7,546.2,241.2,354.2,445.0,,,,13959.7,8,2007,CWD,Partial,600150
50,160,FV,256.1,214423.0,Grvl,,Reg,Bnk,AllPub,Inside,Mod,Mitchel,Norm,PosN,TwnhsE,1Story,5,2,1989,1955,Mansard,ClyTile,AsbShng,Plywood,Stone,1583.2,Fa,Ex,Wood,NA,NA,No,LwQ,3265.0,NA,756.7,618.3,5233.9,Grav,Po,N,FuseF,345.1,610.3,0.0,5454.4,3,2,3,2,1,3,Gd,4,Sal,3,,CarPort,1958.0,RFn,0,809.0,TA,Ex,P,29.3,357.6,360.0,146.4,149.8,455.0,,,,15487.4,10,2010,ConLI,Alloca,697149
51,180,RH,99.8,177893.6,Grvl,,IR1,Low,AllPub,Corner,Mod,Mitchel,Norm,Norm,Duplex,2.5Fin,2,8,1950,2004,Flat,Tar&Grv,MetalSd,CemntBd,BrkFace,420.1,Fa,Fa,PConc,TA,Fa,Gd,LwQ,2064.4,LwQ,1193.3,518.4,5156.0,GasA,Gd,Y,FuseF,2561.8,1851.4,0.0,4488.5,1,1,3,1,8,0,Gd,14,Maj2,1,Gd,NA,1986.0,Fin,1,225.7,Po,NA,Y,845.4,521.0,168.9,360.3,371.0,146.0,,GdWo,,12656.1,7,2009,Oth,Alloca,462713
52,160,RH,261.9,182056.0,Grvl,,Reg,HLS,AllPub,Inside,Gtl,NPkVill,PosN,Feedr,2FmCon,2Story,7,1,1949,1982,Hip,Metal,CBlock,Stucco,Stone,407.7,TA,TA,PConc,Fa,TA,Mn,GLQ,5359.6,GLQ,816.1,1574.5,602.9,GasW,Gd,N,FuseF,1176.0,629.3,0.0,1919.1,2,1,0,1,6,2,TA,4,Sal,2,Ex,Basment,1937.0,NA,4,220.6,,Gd,N,392.1,262.6,137.4,266.2,19.9,113.0,,,,6395.2,8,2010,CWD,Abnorml,351059
53,40,RH,166.5,54574.2,Pave,,IR1,Lvl,AllPub,FR3,Gtl,Edwards,PosN,PosN,Twnhs,1.5Unf,10,7,1978,1993,Hip,WdShake,BrkFace,Stucco,Stone,1235.6,TA,Gd,Wood,Fa,NA,Gd,NA,1857.3,BLQ,1248.0,243.9,6069.8,OthW,Gd,Y,FuseP,4117.4,198.5,0.0,3738.4,0,1,1,2,1,3,Ex,2,Sev,1,Gd,CarPort,1925.0,Fin,4,163.5,TA,Ex,Y,802.0,400.5,31.3,39.9,291.9,96.0,,,,5486.0,10,2010,ConLI,Family,627136
54,120,FV,,124682.6,Pave,,IR3,Lvl,NoSeWa,Corner,Sev,Timber,Artery,Feedr,2FmCon,1.5Unf,1,5,1997,1967,Flat,Metal,ImStucc,Wd Sdng,Stone,695.5,Gd,Ex,Stone,Gd,Gd,Av,Rec,535.5,GLQ,764.3,1060.7,2446.3,OthW,Po,N,FuseF,788.7,511.3,0.0,3902.3,3,0,3,0,6,1,Gd,13,Sal,1,,NA,1944.0,Fin,1,675.4,TA,NA,Y,625.5,310.0,72.8,0.3,152.7,381.0,,,,12007.6,11,2006,COD,Normal,433152
55,70,FV,,15689.1,Pave,,IR3,HLS,NoSeWa,FR2,Mod,NWAmes,Feedr,Feedr,2FmCon,SFoyer,7,3,1886,1965,Gambrel,Roll,Stone,Other,Stone,529.3,Ex,Fa,Slab,NA,Gd,No,BLQ,5626.2,NA,890.1,1151.1,996.7,Floor,Po,N,Mix,340.2,563.4,0.0,5631.5,3,1,2,1,3,3,TA,12,Sev,2,,NA,1930.0,RFn,3,680.8,TA,Fa,P,319.6,112.1,501.3,10.3,89.7,375.0,,,,7904.1,7,2008,VWD,Family,552677
56,45,RH,,21607.2,Pave,,IR1,HLS,NoSeWa,Corner,Mod,Veenker,RRAe,Norm,2FmCon,1.5Unf,6,7,2005,1961,Flat,WdShngl,Wd Sdng,HdBoard,BrkFace,285.9,TA,TA,Stone,Ex,TA,Mn,LwQ,1511.7,BLQ,644.7,890.8,4961.9,Wall,Fa,Y,FuseF,2300.1,2020.1,0.0,1070.4,3,2,1,0,1,1,Fa,6,Maj2,3,Po,Attchd,1969.0,RFn,3,875.4,Po,TA,P,129.3,106.8,412.5,38.6,392.0,505.0,,,,14561.6,10,2008,ConLD,AdjLand,447412
57,190,RM,250.2,215008.1,Pave,,Reg,Low,AllPub,CulDSac,Gtl,IDOTRR,RRAe,Artery,2FmCon,1Story,7,9,1944,1969,Gable,Membran,CBlock,Plywood,Stone,1224.5,Ex,Gd,Stone,,Gd,Av,ALQ,4804.5,ALQ,1213.2,432.8,1379.2,Wall,TA,Y,FuseF,1011.4,1392.4,0.0,1349.6,0,2,1,0,3,3,Ex,4,Sev,2,,Attchd,1944.0,NA,3,684.7,TA,Gd,N,838.3,237.3,519.7,188.4,197.9,321.0,,,,4333.5,6,2007,ConLw,Family,346635
58,80,C,227.6,71182.8,Pave,,IR3,HLS,AllPub,FR3,Mod,Gilbert,RRAn,Artery,TwnhsE,2Story,10,2,1972,1994,Gambrel,ClyTile,HdBoard,CBlock,Stone,1258.1,Ex,Gd,PConc,Gd,Gd,NA,LwQ,934.3,GLQ,1361.7,830.0,3214.9,OthW,Po,Y,SBrkr,3550.1,1923.9,0.0,1159.5,0,1,1,2,4,1,Fa,12,Maj2,0,Ex,Basment,1930.0,NA,1,1379.8,Fa,Gd,P,500.9,264.2,233.9,155.3,274.4,327.0,,,,5019.2,5,2008,VWD,AdjLand,450204
59,40,C,,161370.2,Pave,,Reg,HLS,NoSeWa,CulDSac,Gtl,Blueste,Feedr,RRNn,1Fam,2Story,3,8,1969,1989,Hip,Tar&Grv,CBlock,Stone,None,906.5,Ex,Gd,Stone,NA,NA,NA,Unf,4127.8,NA,942.1,788.5,782.2,GasW,TA,Y,FuseF,4343.1,1724.3,0.0,3460.7,1,1,0,1,3,2,TA,3,Sal,3,NA,BuiltIn,2010.0,Fin,4,413.1,Fa,Fa,N,164.8,275.2,331.9,79.6,15.9,348.0,,,,15481.8,5,2009,COD,Family,333820
60,50,C,172.0,173882.0,Pave,,IR3,Low,AllPub,CulDSac,Sev,NAmes,PosN,Artery,Duplex,2.5Unf,3,9,1897,2008,Mansard,CompShg,HdBoard,Stucco,BrkCmn,1531.7,Fa,Ex,CBlock,Gd,Gd,NA,Rec,2960.0,LwQ,1209.8,1166.3,2900.1,GasA,Gd,N,FuseF,516.8,1194.8,0.0,1052.2,2,2,2,1,2,1,Ex,12,Sev,3,TA,Detchd,1960.0,Unf,4,1239.1,Fa,Ex,Y,584.2,522.4,267.0,261.8,380.0,169.0,,NA,,15161.7,8,2006,WD,Partial,269906
61,40,FV,149.5,184869.8,Pave,,IR2,Bnk,NoSeWa,Corner,Sev,Timber,RRNe,PosN,1Fam,SFoyer,7,3,1963,1978,Hip,CompShg,BrkComm,Wd Sdng,BrkCmn,509.1,Ex,Fa,CBlock,Ex,Fa,Gd,GLQ,5536.2,ALQ,87.0,1576.1,3410.2,Wall,TA,N,FuseA,2057.9,1394.7,0.0,3816.1,3,0,0,0,5,2,Fa,10,Typ,2,,NA,1947.0,Unf,0,142.3,TA,NA,N,78.9,54.8,486.5,492.9,137.7,306.0,,,,13720.5,1,2006,COD,Normal,482793
62,70,FV,64.1,214737.6,Pave,,IR2,Bnk,AllPub,Corner,Sev,Blueste,RRAe,Norm,1Fam,1.5Fin,2,2,1996,1979,Mansard,Membran,MetalSd,BrkFace,BrkCmn,351.4,TA,Ex,PConc,NA,NA,Av,Rec,3120.2,ALQ,1335.6,2261.8,2724.6,GasA,Fa,N,Mix,4678.1,1290.3,0.0,4600.4,1,2,3,2,0,2,Ex,14,Maj2,1,Ex,2Types,,NA,3,853.5,NA,TA,Y,743.9,208.1,547.2,81.6,332.8,198.0,,,,6271.7,2,2010,ConLw,Normal,466453
63,50,RM,116.8,52967.0,Grvl,,IR2,Low,AllPub,CulDSac,Gtl,Somerst,Artery,Feedr,Twnhs,1Story,1,7,1944,1975,Mansard,Metal,BrkComm,BrkFace,BrkCmn,1083.9,Gd,Po,Stone,Fa,NA,Mn,BLQ,141.2,Unf,278.5,336.8,424.6,GasW,Gd,Y,FuseP,3527.0,1375.8,0.0,2631.3,0,2,2,1,7,3,TA,11,Sal,0,Po,NA,1944.0,RFn,1,919.3,Ex,NA,P,77.2,281.5,514.9,127.3,365.0,176.0,,,,12983.0,1,2009,WD,Normal,287027
64,80,C,147.7,9932.9,Pave,,IR1,Bnk,NoSeWa,FR2,Gtl,Mitchel,RRAe,Norm,1Fam,2.5Unf,9,5,1994,1971,Flat,WdShngl,MetalSd,CBlock,BrkFace,1213.5,Fa,Fa,CBlock,NA,TA,Av,NA,3408.3,BLQ,378.1,2039.4,2963.0,GasA,TA,N,SBrkr,4488.0,546.8,0.0,3310.1,1,2,0,0,4,2,Ex,7,Sal,0,Fa,Detchd,2008.0,Unf,0,1095.0,Ex,TA,Y,202.4,526.8,330.1,234.7,56.2,123.0,,,,4392.6,10,2009,Con,Partial,539365
65,70,C,46.9,89272.4,Pave,,Reg,Bnk,NoSeWa,Inside,Mod,NPkVill,Artery,RRNn,1Fam,2Story,9,5,1924,1982,Flat,Metal,Plywood,BrkFace,None,359.8,Gd,Po,BrkTil,Fa,NA,Mn,LwQ,820.2,ALQ,78.6,663.8,2865.2,OthW,Fa,N,FuseP,1049.1,842.8,0.0,5178.7,3,1,1,0,7,0,Fa,4,Maj2,3,Fa,NA,1959.0,NA,4,713.3,Gd,TA,P,78.4,275.9,34.1,325.5,142.0,156.0,,GdWo,,3948.7,7,2010,Con,AdjLand,571536
66,30,RH,85.4,29130.1,Grvl,,IR2,Low,NoSeWa,Inside,Sev,NPkVill,Feedr,RRNn,TwnhsE,2.5Unf,7,10,1949,2007,Hip,Tar&Grv,MetalSd,BrkFace,None,122.6,TA,Fa,BrkTil,TA,TA,No,Unf,4507.0,GLQ,1423.0,1381.4,1598.5,Wall,TA,N,FuseF,1298.7,1223.8,0.0,3357.3,3,0,2,0,3,1,Gd,8,Maj1,0,Fa,Basment,1960.0,Fin,0,279.7,NA,Gd,N,88.9,424.1,340.9,304.9,347.3,606.0,,,,8469.8,9,2010,COD,Normal,419758
67,45,FV,195.7,6097.9,Pave,,IR1,Bnk,AllPub,FR3,Gtl,Blmngtn,RRAn,RRNn,2FmCon,2.5Unf,7,5,1963,2002,Flat,WdShake,CBlock,AsbShng,None,1296.8,Fa,Gd,Stone,Fa,Gd,No,ALQ,4834.5,GLQ,1255.9,1277.2,5631.0,GasW,Fa,Y,FuseA,1008.7,74.2,0.0,1441.3,1,0,1,2,3,3,TA,13,Maj2,3,Po,2Types,1951.0,,3,523.2,Fa,Fa,N,448.9,409.9,53.6,264.8,111.4,285.0,,,,13334.1,7,2006,CWD,AdjLand,454509
68,80,C,235.8,78411.5,Pave,,IR2,HLS,NoSeWa,Corner,Sev,NWAmes,RRAe,Feedr,1Fam,2.5Unf,3,4,1959,1988,Hip,CompShg,ImStucc,Stucco,Stone,1562.4,Gd,Ex,PConc,Gd,Po,Mn,Unf,2720.9,BLQ,1346.0,1301.0,2552.7,OthW,TA,Y,FuseF,1651.7,997.1,0.0,2155.7,3,1,3,2,4,2,Ex,10,Sev,3,Gd,BuiltIn,1951.0,Fin,2,385.9,Po,Gd,N,588.8,309.8,76.6,374.5,407.1,610.0,,,,1510.8,9,2009,WD,AdjLand,308930
69,120,RM,312.5,168976.9,Grvl,,IR3,Bnk,NoSeWa,Inside,Sev,Blueste,Feedr,RRNn,1Fam,SFoyer,10,5,1884,1996,Flat,Metal,Stucco,Stone,Stone,1031.5,Fa,Po,CBlock,Ex,Fa,Av,NA,4420.5,GLQ,1248.8,1689.8,5279.7,GasW,Gd,Y,FuseF,3490.9,1775.3,0.0,3146.4,0,2,2,0,4,1,Ex,10,Sal,0,,CarPort,1975.0,Fin,3,594.3,Fa,Ex,Y,675.7,71.5,105.6,429.7,149.7,234.0,,,,8762.2,4,2008,VWD,Partial,545068
70,160,RM,,122431.5,Pave,,IR2,Bnk,AllPub,FR2,Sev,Gilbert,RRNe,RRNn,Twnhs,2Story,2,4,1914,1978,Flat,WdShngl,CemntBd,BrkFace,None,444.6,Ex,Gd,Slab,NA,Fa,Mn,ALQ,819.0,NA,706.8,891.6,670.0,Floor,Gd,Y,SBrkr,1052.8,1016.7,0.0,1156.2,3,1,3,0,5,1,Ex,2,Min1,3,,Basment,1980.0,RFn,3,751.5,Fa,Po,P,595.7,119.7,200.6,507.5,193.1,701.0,,,,9450.9,7,2008,ConLw,AdjLand,221595
71,30,C,208.6,68217.3,Grvl,,Reg,HLS,AllPub,FR3,Mod,ClearCr,PosA,RRNn,Duplex,SFoyer,7,6,1947,1971,Mansard,Membran,VinylSd,CBlock,BrkFace,1594.7,TA,Gd,Slab,TA,Gd,Mn,Rec,2777.3,,1362.1,745.4,1948.3,Wall,Ex,N,SBrkr,2618.6,1140.5,0.0,3585.3,2,1,3,2,4,0,Ex,3,Sev,1,Gd,Detchd,1961.0,Fin,1,886.3,,TA,N,311.5,131.4,326.7,236.5,47.9,293.0,,,,8986.9,12,2006,WD,Abnorml,492945
72,85,FV,144.0,141293.2,Pave,Pave,Reg,HLS,AllPub,Corner,Gtl,NridgHt,RRAe,Feedr,Twnhs,SFoyer,9,4,1922,1994,Gambrel,ClyTile,VinylSd,BrkComm,BrkCmn,1429.2,TA,Po,CBlock,TA,,NA,Unf,2223.4,BLQ,1429.0,1992.2,1077.4,GasA,Fa,Y,FuseP,1507.2,416.9,0.0,5638.0,2,0,3,0,4,1,Ex,9,Sal,3,,2Types,1925.0,Unf,2,1198.4,NA,TA,Y,477.6,21.1,184.1,505.4,70.9,17.0,,,TenC,3386.7,10,2008,New,AdjLand,646241
73,80,RM,206.8,50939.1,Pave,Pave,IR1,Lvl,AllPub,Inside,Gtl,Mitchel,RRNn,RRNn,Duplex,2Story,1,2,1890,1962,Flat,Roll,Stucco,ImStucc,BrkFace,821.4,TA,Fa,Stone,TA,NA,Mn,Unf,3450.3,Rec,740.8,514.1,2495.4,GasW,TA,N,FuseF,3947.6,1640.3,0.0,3797.7,3,0,2,0,7,3,Fa,12,Mod,1,,Attchd,1966.0,Fin,2,1290.4,Fa,TA,Y,795.0,207.4,249.7,371.1,132.2,173.0,,,,994.0,10,2008,New,Abnorml,356643
74,85,RH,250.4,4376.8,Grvl,,Reg,Low,AllPub,CulDSac,Gtl,Somerst,Norm,PosN,Duplex,2.5Unf,4,9,1993,2009,Shed,Roll,Wd Sdng,BrkComm,None,1320.5,Ex,Po,BrkTil,Gd,Po,NA,NA,251.0,BLQ,258.9,421.1,682.1,Wall,TA,Y,FuseP,362.7,741.1,0.0,2310.8,1,1,3,2,5,3,Fa,2,Min2,1,,2Types,,Fin,2,655.9,Ex,Gd,Y,332.2,334.0,26.1,333.9,23.5,402.0,,,,13872.4,7,2009,WD,Normal,357742
75,50,RM,55.6,164829.6,Pave,,IR2,Lvl,NoSeWa,FR2,Mod,NWAmes,RRNn,Norm,Duplex,2.5Fin,6,2,1895,1958,Shed,CompShg,Wd Sdng,ImStucc,BrkCmn,1305.3,Ex,Ex,BrkTil,Fa,NA,NA,GLQ,4245.0,LwQ,970.8,36.5,2694.7,Floor,TA,N,FuseF,1306.3,1975.4,0.0,2094.9,3,1,0,0,1,2,TA,12,Min1,1,Po,2Types,,Unf,4,125.7,Po,TA,N,216.3,78.9,342.1,325.0,92.7,380.0,,,,8904.9,10,2009,WD,Family,307307
76,30,RL,140.7,134746.7,Grvl,,IR3,Lvl,AllPub,FR2,Mod,Crawfor,RRAn,RRNn,TwnhsE,2.5Unf,7,9,1897,1973,Shed,CompShg,BrkComm,AsbShng,BrkCmn,1495.7,Ex,TA,CBlock,TA,NA,Mn,NA,446.6,LwQ,1437.8,491.9,2162.2,Floor,Po,Y,SBrkr,2971.6,2052.0,0.0,5279.0,2,0,0,0,3,2,TA,13,Min1,0,,Basment,2001.0,NA,0,1130.2,Ex,TA,Y,445.1,95.7,362.7,462.7,196.3,119.0,,,,11902.5,10,2007,ConLD,Abnorml,533221
77,45,RL,266.2,164390.8,Pave,,IR3,Bnk,NoSeWa,Corner,Mod,Crawfor,RRAn,RRNn,TwnhsE,SFoyer,10,10,1991,1964,Flat,WdShake,AsbShng,Stone,BrkCmn,1345.5,TA,Fa,Wood,Ex,NA,Gd,BLQ,3705.1,Unf,1285.5,1211.3,1364.5,OthW,Fa,Y,FuseA,755.5,1891.5,0.0,4960.0,0,0,3,0,3,3,Fa,12,Mod,1,Fa,BuiltIn,1987.0,RFn,4,676.6,Fa,Po,P,254.8,386.7,54.9,481.6,182.4,95.0,,,,5648.8,2,2009,New,Normal,578507
78,120,FV,133.1,9630.6,Grvl,,IR1,HLS,AllPub,FR2,Mod,Blueste,Artery,Norm,2FmCon,1.5Unf,7,6,1953,1985,Hip,Metal,ImStucc,AsbShng,BrkFace,1029.9,Ex,Gd,BrkTil,Ex,Po,Av,GLQ,104.2,GLQ,1270.3,1258.0,3923.7,Wall,TA,N,FuseP,2366.2,175.3,0.0,2841.3,2,2,1,2,4,1,Gd,4,Maj2,0,NA,2Types,1993.0,RFn,2,774.9,TA,Fa,P,224.4,92.6,433.4,90.7,95.4,30.0,,,,658.8,2,2007,Oth,Family,460718
79,180,C,188.0,180397.6,Grvl,,IR3,Lvl,AllPub,Corner,Gtl,Blueste,PosA,RRNn,Duplex,1Story,10,9,1971,1962,Mansard,WdShake,CBlock,CBlock,None,974.9,TA,Po,CBlock,NA,Gd,Mn,LwQ,4695.2,Rec,1376.4,594.3,5810.1,GasA,Ex,Y,FuseP,2235.0,688.0,0.0,2209.9,3,1,3,2,5,1,Fa,12,Maj1,2,Fa,CarPort,1943.0,Unf,1,844.8,,,N,667.4,74.0,357.4,250.7,38.6,96.0,,,,4023.3,8,2009,Con,Abnorml,568886
80,120,FV,192.6,133844.5,Pave,,IR1,Low,AllPub,FR2,Mod,Veenker,PosA,RRNn,TwnhsE,2.5Unf,2,9,1888,1976,Shed,WdShngl,MetalSd,ImStucc,Stone,747.8,Fa,TA,PConc,Ex,NA,No,Unf,986.0,LwQ,1317.7,168.8,1265.5,Wall,Gd,Y,Mix,4049.3,1951.7,0.0,4105.1,3,2,3,2,4,0,Gd,8,Maj2,1,,2Types,1935.0,Fin,3,947.0,Po,NA,Y,763.4,534.9,270.3,478.3,152.7,469.0,,,,1137.2,2,2010,Con,Abnorml,384519
81,70,FV,74.9,121835.6,Pave,,IR1,Lvl,AllPub,Inside,Gtl,ClearCr,Norm,PosN,TwnhsE,SFoyer,4,3,1939,1993,Mansard,WdShngl,HdBoard,CBlock,BrkCmn,1002.4,Fa,Po,BrkTil,Fa,Gd,Mn,Rec,2909.5,LwQ,1144.2,1739.5,4349.0,OthW,Po,N,Mix,3059.5,1661.4,0.0,2003.4,1,2,1,1,5,2,Fa,9,Maj2,3,Fa,NA,1952.0,Unf,3,1262.2,Gd,Gd,N,430.5,8.1,305.2,194.1,357.8,704.0,,,,1212.7,1,2009,New,Normal,428281
82,120,FV,126.8,134933.1,Pave,,IR1,Bnk,NoSeWa,Corner,Sev,NoRidge,RRNn,Artery,1Fam,1.5Fin,5,1,1915,1986,Gambrel,ClyTile,Wd Sdng,BrkComm,BrkCmn,1272.3,Ex,TA,Wood,Fa,NA,Mn,Rec,1475.9,LwQ,1058.7,1770.6,4535.9,OthW,Po,Y,FuseA,3121.8,1881.6,0.0,967.8,3,2,2,1,7,1,TA,6,Mod,2,,NA,1943.0,RFn,4,1350.1,Gd,Ex,Y,668.3,178.0,277.7,118.2,244.8,45.0,,MnPrv,,3324.1,1,2007,ConLw,Partial,341119
83,150,FV,118.7,186241.2,Grvl,,Reg,Lvl,NoSeWa,FR2,Gtl,Mitchel,RRAn,Feedr,Duplex,1.5Unf,1,1,1932,1956,Gambrel,ClyTile,CemntBd,ImStucc,BrkCmn,1550.5,Ex,Fa,Stone,TA,Gd,No,ALQ,4078.6,GLQ,390.3,2330.9,3043.5,GasW,Gd,Y,Mix,4482.0,1182.3,0.0,1980.3,3,0,2,1,3,1,TA,3,Mod,2,TA,BuiltIn,1990.0,RFn,4,1333.2,Po,Fa,N,160.3,19.1,29.7,52.1,454.5,235.0,,,,9820.5,1,2008,COD,AdjLand,318564
84,75,RH,,126872.1,Grvl,,IR2,HLS,NoSeWa,Inside,Sev,Veenker,RRNn,Feedr,Twnhs,1.5Fin,1,3,1994,1957,Gambrel,Metal,CBlock,Stucco,BrkCmn,747.7,Ex,Po,Wood,Fa,Gd,NA,LwQ,1813.7,ALQ,915.9,2102.5,5484.8,OthW,Po,N,FuseA,4615.1,992.0,0.0,2639.2,0,2,3,1,2,2,Ex,4,Sev,1,,BuiltIn,,NA,1,1147.8,Po,Ex,N,469.3,458.4,405.8,303.4,67.1,560.0,,MnWw,,12675.4,6,2009,VWD,Abnorml,460839
85,180,RH,28.1,125591.4,Pave,,Reg,HLS,AllPub,Inside,Mod,Edwards,RRNe,Norm,1Fam,SFoyer,10,5,1964,1986,Flat,CompShg,WdShing,Other,BrkCmn,917.8,Fa,Po,BrkTil,Fa,Gd,NA,ALQ,4089.7,ALQ,768.7,2163.3,5904.6,Grav,Ex,Y,FuseF,3181.5,219.9,0.0,1689.7,0,0,0,2,8,3,Gd,10,Mod,0,TA,CarPort,1901.0,Fin,3,1260.9,NA,Gd,P,545.2,319.2,282.5,355.7,99.5,336.0,,MnWw,,12731.0,5,2008,CWD,Alloca,515748
86,40,RM,,213250.9,Grvl,,IR3,Low,NoSeWa,Inside,Sev,NAmes,Norm,PosN,TwnhsE,1.5Unf,3,3,1945,1990,Hip,Tar&Grv,AsbShng,AsphShn,Stone,711.7,Ex,TA,CBlock,TA,TA,Gd,GLQ,1607.8,Unf,1270.5,1864.6,2213.3,OthW,Ex,N,Mix,2608.9,1733.5,0.0,1484.8,0,0,0,0,2,1,Gd,14,Maj2,2,,2Types,1906.0,Unf,4,70.4,,Po,Y,420.5,26.2,95.4,99.3,134.5,673.0,,NA,,14535.2,7,2008,VWD,Partial,282366
87,160,RL,100.7,163198.6,Grvl,,Reg,Lvl,NoSeWa,Corner,Mod,MeadowV,RRAe,Feedr,TwnhsE,1.5Unf,10,9,1938,1963,Shed,WdShake,Stone,HdBoard,BrkCmn,1069.6,Fa,Ex,Slab,NA,Po,Mn,,4247.0,ALQ,724.8,1437.8,3977.8,GasA,Gd,Y,Mix,2983.3,1538.7,0.0,366.6,1,0,0,2,7,0,Gd,12,Typ,1,,Attchd,1915.0,Fin,0,1204.0,Fa,Ex,P,100.2,336.6,375.8,342.2,6.2,284.0,,,,10173.9,3,2009,VWD,Family,399319
88,20,FV,,95926.5,Grvl,,IR1,HLS,NoSeWa,Corner,Gtl,NoRidge,Feedr,Norm,TwnhsE,1Story,3,9,1982,2007,Gable,Roll,Plywood,ImStucc,BrkCmn,1007.9,Gd,Gd,BrkTil,Fa,NA,Mn,Rec,172.7,Unf,188.3,300.3,4046.1,OthW,Fa,Y,FuseP,2000.7,121.6,0.0,3682.5,1,1,3,1,4,1,Ex,14,Sev,2,TA,Attchd,1987.0,RFn,4,102.5,Po,Fa,P,629.1,67.3,383.7,457.0,452.8,133.0,,,,307.8,5,2009,ConLD,AdjLand,457551
